stamp_sec,p_lidar_x,p_lidar_y,p_lidar_z,v_lidar_x,v_lidar_y,v_lidar_z,speed_2d,fix_type,flags,h_acc_mm,v_acc_mm,s_acc_mm_s,quality
1783929981.676712513,18.393732,-4.285948,-0.087080,0.809502,-0.068673,0.000000,0.812410,3,131,20,50,50,high
1783929981.796929836,18.524747,-4.273651,-0.087080,0.606957,0.100665,0.000000,0.615248,3,131,20,50,50,high
1783929981.796990633,18.607780,-4.253881,-0.087080,0.575868,0.244951,0.000000,0.625799,3,131,20,50,50,high
1783929982.657071829,18.980429,-3.919468,-0.087081,0.314618,0.594105,0.000000,0.672269,3,131,20,50,50,high
1783929982.657138586,19.027584,-3.871624,-0.087081,0.449055,0.546613,0.000000,0.707415,3,131,20,50,50,high
1783929982.897003412,19.078080,-3.809991,-0.087081,0.548812,0.654546,0.000000,0.854181,3,131,20,50,50,high
1783929982.897073269,19.131916,-3.734570,-0.087082,0.500334,0.728322,0.000000,0.883622,3,131,20,50,50,high
1783929982.917065144,19.148617,-3.665629,-0.087082,0.360475,0.823528,0.000000,0.898967,3,131,20,50,50,high
1783929982.917128086,19.188267,-3.590043,-0.087082,0.344123,0.704429,0.000000,0.783990,3,131,20,50,50,high
1783929983.176831961,19.217071,-3.500502,-0.087082,0.297677,0.822847,0.000000,0.875037,3,131,20,50,50,high
1783929983.776764870,19.265916,-3.328232,-0.087082,0.350509,0.925972,0.000000,0.990091,3,131,20,50,50,high
1783929983.777023792,19.292638,-3.217927,-0.087082,0.273746,1.132281,0.000000,1.164902,3,131,20,50,50,high
1783929983.777080774,19.316019,-3.121409,-0.087082,0.289650,0.952128,0.000000,0.995211,3,131,20,50,50,high
1783929983.777315617,19.382390,-2.935517,0.012918,0.326302,0.926155,0.000000,0.981956,3,131,20,50,50,high
1783929983.777362108,19.419957,-2.839165,-0.087082,0.375438,0.988411,0.000000,1.057312,3,131,20,50,50,high
1783929984.177207232,19.460865,-2.729025,-0.087082,0.406773,1.062161,0.000000,1.137387,3,131,20,50,50,high
1783929984.177551270,19.510535,-2.612074,-0.087082,0.404939,1.087333,0.000000,1.160288,3,131,20,50,50,high
1783929984.257272243,19.530576,-2.529345,0.012918,0.248780,0.955825,0.000000,0.987670,3,131,20,50,50,high
1783929984.917155027,19.609090,-2.087790,0.012918,0.171421,1.219932,0.000000,1.231917,3,131,20,50,50,high
1783929984.917646170,19.644574,-1.970673,0.012918,0.269641,1.184818,0.000000,1.215113,3,131,20,50,50,high
1783929984.917982578,19.653769,-1.873990,0.012918,0.243448,1.009941,0.000000,1.038869,3,131,20,50,50,high
1783929984.918086529,19.683831,-1.749896,0.012918,0.210836,1.056787,0.000000,1.077613,3,131,20,50,50,high
1783929985.176972151,19.721398,-1.653544,0.012917,0.284964,1.108071,0.000000,1.144126,3,131,20,50,50,high
1783929985.177023888,19.742696,-1.536261,0.012917,0.388392,1.177062,0.000000,1.239485,3,131,20,50,50,high
1783929985.676878452,19.815787,-1.087730,0.012917,0.133078,1.169865,0.000000,1.177409,3,131,20,50,50,high
1783929985.677121162,19.851271,-0.970613,0.012917,0.201661,1.159844,0.000000,1.177245,3,131,20,50,50,high
1783929985.917039394,19.893868,-0.736048,0.012917,0.291950,1.283217,0.000000,1.316009,3,131,20,50,50,high
1783929985.917093754,19.906403,-0.625576,0.012917,0.177073,1.066007,0.000000,1.080613,3,131,20,50,50,high
1783929986.076843262,19.924362,-0.522082,0.012917,0.154423,0.999007,0.000000,1.010871,3,131,20,50,50,high
1783929986.077264071,19.951083,-0.411776,0.012917,0.222878,1.135806,0.000000,1.157467,3,131,20,50,50,high
1783929986.536949396,19.972381,-0.294493,0.012917,0.233841,1.137995,0.000000,1.161772,3,131,20,50,50,high
1783929986.537058353,19.979493,-0.177045,-0.087083,0.227547,1.201496,0.000000,1.222853,3,131,20,50,50,high
1783929986.717089891,20.024173,0.036755,0.012917,0.126010,1.011119,0.000000,1.018941,3,131,20,50,50,high
1783929986.717131615,20.047161,0.278464,-0.087083,0.127569,1.222578,0.000000,1.229215,3,131,20,50,50,high
1783929986.856862545,20.043427,0.409866,-0.087083,0.118820,1.289237,0.000000,1.294701,3,131,20,50,50,high
1783929986.857203722,20.059303,0.534126,-0.087083,0.069090,1.284780,0.000000,1.286636,3,131,20,50,50,high
1783929987.036999464,20.077261,0.637620,0.012917,0.159092,1.064697,0.000000,1.076518,3,131,20,50,50,high
1783929987.037064075,20.075611,0.748258,0.012917,0.126908,1.075144,0.000000,1.082608,3,131,20,50,50,high
1783929987.176971674,20.105672,0.872351,0.012916,0.259129,1.226043,0.000000,1.253128,3,131,20,50,50,high
1783929987.456951618,20.165795,1.120539,-0.087084,0.270628,1.255246,0.000000,1.284088,3,131,20,50,50,high
1783929987.537035942,20.187526,1.327694,0.012916,0.127585,1.000945,0.000000,1.009044,3,131,20,50,50,high
1783929988.176957369,20.239318,1.658943,-0.087084,0.194472,1.170722,0.000000,1.186764,3,131,20,50,50,high
1783929988.177217722,20.255193,1.783202,-0.087084,0.162227,1.265981,0.000000,1.276333,3,131,20,50,50,high
1783929988.177333593,20.267728,1.893674,-0.087084,0.181533,1.027678,0.000000,1.043588,3,131,20,50,50,high
1783929988.217080593,20.305296,1.990026,-0.087084,0.249735,0.923637,0.000000,0.956803,3,131,20,50,50,high
1783929988.677169085,20.360821,2.189872,-0.087085,0.323185,1.049120,0.000000,1.097771,3,131,20,50,50,high
1783929988.777083158,20.405501,2.403672,-0.087085,0.189526,1.063021,0.000000,1.079784,3,131,20,50,50,high
1783929988.777395964,20.418037,2.514143,0.012915,0.065293,0.936063,0.000000,0.938337,3,131,20,50,50,high
1783929988.777796984,20.418469,2.604015,0.012915,0.015735,0.921608,0.000000,0.921742,3,131,20,50,50,high
1783929988.777887583,20.436427,2.707510,-0.087085,0.091726,1.038933,0.000000,1.042975,3,131,20,50,50,high
1783929989.356824875,20.375556,2.984766,-0.087085,-0.310443,0.650351,0.000000,0.720647,3,131,20,50,50,high
1783929989.356971264,20.332172,3.040582,0.012915,-0.492837,0.485787,0.000000,0.692009,3,131,20,50,50,high
1783929989.357401133,20.242065,3.138426,0.012915,-0.463900,0.466482,0.000000,0.657882,3,131,20,50,50,high
1783929989.777053833,20.181155,3.180619,0.012915,-0.569872,0.394247,0.000000,0.692954,3,131,20,50,50,high
1783929989.777440548,20.065584,3.202711,0.012916,-0.550319,0.106741,0.000000,0.560576,3,131,20,50,50,high
1783929989.777873278,20.000077,3.196563,0.012916,-0.611826,0.031071,0.000000,0.612614,3,131,20,50,50,high
1783929990.176960230,19.941250,3.217991,0.012916,-0.729552,0.223272,0.000000,0.762953,3,131,20,50,50,high
1783929990.176987171,19.877000,3.246396,-0.087084,-0.704399,0.168097,0.000000,0.724178,3,131,20,50,50,high
1783929990.236909151,19.789801,3.268156,0.012917,-0.875586,0.212356,0.000000,0.900969,3,131,20,50,50,high
1783929990.656932116,19.637095,3.283768,0.012917,-0.699623,0.018557,0.000000,0.699869,3,131,20,50,50,high
1783929990.657226801,19.461439,3.292734,-0.087082,-0.892368,0.118253,0.000000,0.900169,3,131,20,50,50,high
1783929990.657503605,19.351290,3.307849,-0.087082,-0.996825,0.120655,0.000000,1.004101,3,131,20,50,50,high
1783929990.932695866,19.271597,3.301866,-0.087082,-0.933132,-0.093280,0.000000,0.937783,3,131,20,50,50,high
1783929990.933074474,19.183141,3.289073,-0.087081,-0.736687,-0.140705,0.000000,0.750003,3,131,20,50,50,high
1783929990.996942043,19.105530,3.262325,-0.087081,-0.785672,-0.281369,0.000000,0.834535,3,131,20,50,50,high
1783929990.996998787,19.019156,3.228766,-0.087081,-0.837401,-0.227852,0.000000,0.867846,3,131,20,50,50,high
1783929991.176874399,18.936123,3.208996,-0.087081,-0.835571,-0.264425,0.000000,0.876413,3,131,20,50,50,high
1783929991.336869955,18.860595,3.161483,-0.087080,-0.842905,-0.430976,0.000000,0.946694,3,131,20,50,50,high
1783929991.676924944,18.734571,3.052338,-0.087080,-0.517638,-0.536592,0.000000,0.745574,3,131,20,50,50,high
1783929991.777042389,18.647765,2.928907,-0.087080,-0.524874,-0.673937,0.000000,0.854215,3,131,20,50,50,high
1783929991.777141333,18.573888,2.770757,0.012921,-0.320290,-0.775830,0.000000,0.839343,3,131,20,50,50,high
1783929992.076820135,18.557188,2.701816,0.012921,-0.101696,-0.680652,0.000000,0.688207,3,131,20,50,50,high
1783929992.076863527,18.545910,2.625898,0.012921,-0.117449,-0.846148,0.000000,0.854260,3,131,20,50,50,high
1783929992.136826515,18.542137,2.522238,0.012921,-0.195019,-0.964701,0.000000,0.984215,3,131,20,50,50,high
1783929992.357041597,18.500798,2.322226,0.012921,-0.133195,-0.988840,0.000000,0.997770,3,131,20,50,50,high
1783929992.357150316,18.489520,2.246308,0.012921,-0.023425,-0.835127,0.000000,0.835456,3,131,20,50,50,high
1783929992.557075500,18.494511,2.149459,0.012921,-0.025744,-0.955985,0.000000,0.956332,3,131,20,50,50,high
1783929992.557185888,18.485316,2.052775,0.012921,-0.149618,-1.057333,0.000000,1.067866,3,131,20,50,50,high
1783929992.797078848,18.444408,1.942635,-0.087079,-0.216980,-1.071695,0.000000,1.093440,3,131,20,50,50,high
1783929992.797340631,18.446059,1.831998,-0.087079,-0.170150,-1.084690,0.000000,1.097954,3,131,20,50,50,high
1783929992.937082291,18.428100,1.728504,-0.087079,-0.058651,-1.008159,0.000000,1.009864,3,131,20,50,50,high
1783929992.937192440,18.422246,1.645609,0.012921,-0.056245,-0.892301,0.000000,0.894072,3,131,20,50,50,high
1783929993.176841736,18.432659,1.541783,-0.087079,0.011653,-1.118165,0.000000,1.118226,3,131,20,50,50,high
1783929993.317147493,18.427197,1.313697,-0.087078,-0.038612,-1.149635,0.000000,1.150283,3,131,20,50,50,high
1783929993.516965389,18.419653,1.106376,0.012922,-0.035994,-0.918356,0.000000,0.919061,3,131,20,50,50,high
1783929993.737202883,18.401695,1.002882,0.012922,-0.096280,-1.018409,0.000000,1.022950,3,131,20,50,50,high
1783929993.737446070,18.369944,0.754362,0.012922,-0.255447,-1.230781,0.000000,1.257010,3,131,20,50,50,high
1783929994.137080669,18.341101,0.429759,0.012922,-0.059246,-0.950361,0.000000,0.952206,3,131,20,50,50,high
1783929994.337495327,18.326876,0.194862,0.012922,-0.046178,-1.221376,0.000000,1.222249,3,131,20,50,50,high
1783929994.337612391,18.337290,0.091036,0.012922,0.055667,-1.165014,0.000000,1.166343,3,131,20,50,50,high
1783929994.537165165,18.349787,-0.033555,0.012922,0.075061,-1.129675,0.000000,1.132166,3,131,20,50,50,high
1783929994.537269354,18.349355,-0.123427,0.012922,-0.022855,-0.972738,0.000000,0.973006,3,131,20,50,50,high
1783929994.737153292,18.342243,-0.240876,0.012922,-0.002443,-1.042997,0.000000,1.043000,3,131,20,50,50,high
1783929994.737257481,18.324284,-0.344370,0.012922,-0.140079,-1.123378,0.000000,1.132078,3,131,20,50,50,high
1783929994.916673899,18.320512,-0.448031,0.012922,-0.200853,-1.102222,0.000000,1.120372,3,131,20,50,50,high
1783929994.916712761,18.302554,-0.551525,0.012922,-0.116711,-1.005158,0.000000,1.011912,3,131,20,50,50,high
1783929995.137138605,18.295441,-0.668974,0.012922,0.038629,-0.965478,0.000000,0.966250,3,131,20,50,50,high
1783929995.357113123,18.305423,-0.862672,0.012922,0.063495,-1.096869,0.000000,1.098706,3,131,20,50,50,high
1783929995.357174873,18.307074,-0.973309,0.012922,-0.066935,-1.131120,0.000000,1.133099,3,131,20,50,50,high
1783929995.517016888,18.299962,-1.090757,0.012922,-0.015902,-1.167447,0.000000,1.167555,3,131,20,50,50,high
1783929995.736862659,18.292849,-1.208206,0.012922,-0.061853,-1.147435,0.000000,1.149101,3,131,20,50,50,high
1783929995.737050056,18.271119,-1.415361,0.012922,-0.121078,-0.949025,0.000000,0.956718,3,131,20,50,50,high
1783929995.937067270,18.244398,-1.525666,0.012922,-0.208415,-1.162561,0.000000,1.181094,3,131,20,50,50,high
1783929995.937129736,18.231862,-1.636138,0.012922,-0.230062,-1.113526,0.000000,1.137044,3,131,20,50,50,high
1783929996.156950712,18.203058,-1.725678,0.012922,-0.170738,-1.004088,0.000000,1.018501,3,131,20,50,50,high
1783929996.337064743,18.188008,-1.905257,0.012922,-0.047115,-0.864939,0.000000,0.866222,3,131,20,50,50,high
1783929996.536957026,18.168360,-2.133177,0.012922,-0.116131,-1.108564,0.000000,1.114630,3,131,20,50,50,high
1783929996.537018061,18.159165,-2.229860,0.012922,-0.028685,-1.098857,0.000000,1.099231,3,131,20,50,50,high
1783929996.776880741,18.162899,-2.361263,0.012922,0.022330,-1.192192,0.000000,1.192401,3,131,20,50,50,high
1783929996.776933908,18.155787,-2.478711,0.012922,-0.058367,-0.943345,0.000000,0.945149,3,131,20,50,50,high
1783929996.937134266,18.155355,-2.568583,0.012922,-0.060761,-1.024998,0.000000,1.026797,3,131,20,50,50,high
1783929996.937189341,18.128633,-2.678889,0.012922,-0.117347,-1.072779,0.000000,1.079178,3,131,20,50,50,high
1783929997.136965513,18.107335,-2.796172,0.012922,-0.278419,-1.209373,0.000000,1.241008,3,131,20,50,50,high
1783929997.337165356,18.055975,-3.037548,0.012922,-0.310159,-1.178315,0.000000,1.218451,3,131,20,50,50,high
1783929997.337512493,18.021748,-3.120112,0.012922,-0.248043,-0.847596,0.000000,0.883145,3,131,20,50,50,high
1783929997.517044067,18.007130,-3.209818,0.012922,-0.190522,-0.889012,0.000000,0.909198,3,131,20,50,50,high
1783929997.737336397,17.971645,-3.326935,0.012922,-0.395663,-1.149783,0.000000,1.215956,3,131,20,50,50,high
1783929997.737374544,17.896511,-3.519639,0.012922,-0.303330,-0.947563,0.000000,0.994930,3,131,20,50,50,high
1783929997.937106848,17.867707,-3.609179,0.012922,-0.364564,-0.992624,0.000000,1.057454,3,131,20,50,50,high
1783929997.937209606,17.817211,-3.670812,0.012922,-0.465755,-0.657116,0.000000,0.805438,3,131,20,50,50,high
1783929998.136866808,17.757952,-3.739256,0.012923,-0.484012,-0.700437,0.000000,0.851399,3,131,20,50,50,high
1783929998.336838484,17.642774,-3.862355,0.012923,-0.697289,-0.628099,0.000000,0.938467,3,131,20,50,50,high
1783929998.336934090,17.561823,-3.902891,-0.087077,-0.702248,-0.502765,0.000000,0.863669,3,131,20,50,50,high
1783929998.577049732,17.477532,-3.957215,0.012923,-0.719663,-0.385848,0.000000,0.816575,3,131,20,50,50,high
1783929998.577156544,17.414108,-3.984128,0.012923,-0.715263,-0.339365,0.000000,0.791688,3,131,20,50,50,high
1783929998.717227697,17.336497,-4.010876,0.012924,-0.709014,-0.272448,0.000000,0.759558,3,131,20,50,50,high
1783929998.717342138,17.253464,-4.030646,0.012924,-0.868201,-0.274589,0.000000,0.910589,3,131,20,50,50,high
1783929998.937160254,17.156244,-4.050251,0.012924,-0.864055,-0.201707,0.000000,0.887286,3,131,20,50,50,high
1783929998.937285423,17.067787,-4.063044,-0.087076,-0.899215,-0.169507,0.000000,0.915052,3,131,20,50,50,high
1783929999.156769276,16.991434,-4.055239,0.012924,-0.817491,0.044732,0.000000,0.818714,3,131,20,50,50,high
1783929999.337070942,16.829139,-3.991119,0.012925,-0.754400,0.411672,0.000000,0.859414,3,131,20,50,50,high
1783929999.517022371,16.692308,-3.851248,0.012925,-0.656680,0.730802,0.000000,0.982497,3,131,20,50,50,high
1783929999.736925364,16.650182,-3.760878,0.012926,-0.571300,0.860491,0.000000,1.032874,3,131,20,50,50,high
1783929999.736963272,16.557167,-3.586951,0.012926,-0.306077,0.861458,0.000000,0.914217,3,131,20,50,50,high
1783929999.937332869,16.537990,-3.489936,0.012926,-0.316937,0.911278,0.000000,0.964820,3,131,20,50,50,high
1783929999.937454700,16.492523,-3.413355,0.012926,-0.339123,0.921898,0.000000,0.982293,3,131,20,50,50,high
1783930000.157090902,16.462500,-3.302386,0.012926,-0.359895,0.966547,0.000000,1.031376,3,131,20,50,50,high
1783930000.336917639,16.452519,-3.108688,0.012926,0.041259,0.926248,0.000000,0.927166,3,131,20,50,50,high
1783930000.536997080,16.451300,-2.908178,0.012927,0.014365,1.024399,0.000000,1.024500,3,131,20,50,50,high
1783930000.537113905,16.463835,-2.797707,-0.087073,0.108917,1.039629,0.000000,1.045319,3,131,20,50,50,high
1783930000.737076521,16.481793,-2.694212,-0.087073,0.188819,1.046006,0.000000,1.062912,3,131,20,50,50,high
1783930000.737191677,16.490988,-2.597529,0.012927,0.132050,0.974018,0.000000,0.982928,3,131,20,50,50,high
1783930000.956867456,16.485997,-2.500680,0.012927,0.010312,0.969321,0.000000,0.969376,3,131,20,50,50,high
1783930000.956983805,16.475583,-2.396854,-0.087073,-0.035620,1.046342,0.000000,1.046948,3,131,20,50,50,high
1783930001.157116890,16.493542,-2.293359,-0.087073,0.009646,1.077726,0.000000,1.077769,3,131,20,50,50,high
1783930001.336926222,16.482734,-2.044343,-0.087073,-0.105633,1.243966,0.000000,1.248443,3,131,20,50,50,high
1783930001.517024279,16.484856,-1.830045,-0.087073,0.037700,1.040003,0.000000,1.040686,3,131,20,50,50,high
1783930001.737067699,16.502814,-1.726550,-0.087073,0.134736,1.143289,0.000000,1.151201,3,131,20,50,50,high
1783930001.737218857,16.518689,-1.602291,-0.087073,0.213062,1.159840,0.000000,1.179248,3,131,20,50,50,high
1783930001.737332106,16.545411,-1.491985,-0.087073,0.203427,1.196680,0.000000,1.213847,3,131,20,50,50,high
